Level,Message
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90251. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90246. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90244. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90242. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90238. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90237. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90234. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90233. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90232. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90231. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90230. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90229. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90226. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90225. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90224. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90220. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90217. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90212. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90211. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90210. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90209. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90208. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90206. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90205. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90203. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90202. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90200. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90199. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90198. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90197. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90195. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90192. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90190. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90189. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90188. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90187. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90186. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90184. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90183. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90182. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90180. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90179. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90178. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90177. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90176. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90174. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90173. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90172. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90171. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90170. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90169. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90168. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90167. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90165. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90164. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90163. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90162. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90161. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90158. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90157. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90155. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90154. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90153. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90152. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90151. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90150. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90149. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90147. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90146. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90143. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90141. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90140. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90138. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90137. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90136. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90135. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90132. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90129. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90128. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90127. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90126. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90125. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90124. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90123. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90122. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90121. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90120. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90119. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90118. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90115. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90112. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90111. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90110. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90108. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90104. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90103. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90102. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90101. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90097. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90095. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90094. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90093. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90092. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90089. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90088. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90087. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90084. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90083. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90082. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90079. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90077. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90074. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90072. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90071. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90070. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90066. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90065. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90064. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90062. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90060. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90057. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90056. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90055. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90054. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90053. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90052. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90050. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90049. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90048. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90047. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90046. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90045. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90044. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90043. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90042. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90040. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90038. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90036. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90035. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90032. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90031. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90030. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90029. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90027. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90026. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90024. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90022. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90021. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90019. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90018. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90015. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90014. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90013. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90012. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90009. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90008. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90007. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90005. Returning default.
Medium,"SPPolicyUtility.IsEnableMIPLabelEnabled: The value of the AAD unified setting for label, 'EnableMIPLabels', is 'True'."
Medium,"LicensableEntityMap.LicensableEntities - Total Count [64], Values [BCS,Duet,HostBIEnabled,IPFS,EntSearch,VisioServices,MySites,CloudStorage,EntSiteTemplate,Microsoft.Office.Excel.WebUI.ExcelWebRenderer,Microsoft.Office.InfoPath.Server.Controls.WebUI.BrowserFormWebPart,Microsoft.Office.Server.Search.WebControls.CatalogItemReuseWebPart,Microsoft.Office.Server.Search.WebControls.ContentBySearchWebPart,Microsoft.Office.Server.Search.WebControls.TaxonomyRefinementScriptWebPart,Microsoft.Office.Visio.Server.WebControls.VisioWebAccess,Microsoft.SharePoint.Portal.WebControls.BusinessDataActionsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataAssociationWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataDetailsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataFilterWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataItemBuilder,Microsoft.SharePoint.Portal.WebControls.BusinessDataListWebPart,Microsoft.SharePoint.Portal.WebControls.IndicatorWebPart,Microsoft.SharePoint.Portal.WebControls.KPIListWebPart,Project,Microsoft.Office.Project.PWA.WebParts.IssuesPart,Microsoft.Office.Project.PWA.WebParts.ProjectCenterPart,Microsoft.Office.Project.PWA.WebParts.ProjectCustomFieldsPart,Microsoft.Office.Project.PWA.WebParts.ProjectDrillDownPart,Microsoft.Office.Project.PWA.WebParts.ProjectFieldPart,Microsoft.Office.Project.PWA.WebParts.ProjectWorkspacesPart,Microsoft.Office.Project.PWA.WebParts.QueueStatusPart,Microsoft.Office.Project.PWA.WebParts.RemindersPart,Microsoft.Office.Project.PWA.WebParts.ResourceAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.ResourceCenterPart,Microsoft.Office.Project.PWA.WebParts.ResourcePlansPart,Microsoft.Office.Project.PWA.WebParts.RisksPart,Microsoft.Office.Project.PWA.WebParts.SchedulePart,Microsoft.Office.Project.PWA.WebParts.StatusApprovalsPart,Microsoft.Office.Project.PWA.WebParts.StrategicImpactPart,Microsoft.Office.Project.PWA.WebParts.TaskPart,Microsoft.Office.Project.PWA.WebParts.TeamAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.TimesheetPart,Microsoft.Office.Project.PWA.WebParts.WorkflowStatusPart,OfficeWebAppsEdit,CloudStorageBasic,CloudStorageBasicP2,CloudStorageEnterprise,CloudStorageDeskless,ProjectTeam,PersonalSiteRestriction,HostExtendedBIEnabled,OneDriveViral,OneDriveLite,VisioOnlineEdit,ContentServices,MnAODMove,SyntexSeatLicense,VivaAmplifyLicense,ClipchampLicense,ClipchampPremiumLicense,VivaConnectionsLicense,SharePointCopilot,StreamCopilot,OneDriveClipchamp]"
Medium,LicenseValidationProvider.IsUserLicensedForEntity - Lisensable Entity [OfficeWebAppsEdit] defined in SPO
Medium,"LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - Result [False], Data [LicenseValidationProvider.GetUserLicenses - UserPuid [], Licenses []
LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - LicensableEntity [OfficeWebAppsEdit], API [SPWebApplication_IsUserLicensedForEntity], Scenario [None], ResultFromOldPath [False], ResultFromNewPath [False], IsMismatchResult [False]
]"
Medium,"LicensableEntityMap.LicensableEntities - Total Count [64], Values [BCS,Duet,HostBIEnabled,IPFS,EntSearch,VisioServices,MySites,CloudStorage,EntSiteTemplate,Microsoft.Office.Excel.WebUI.ExcelWebRenderer,Microsoft.Office.InfoPath.Server.Controls.WebUI.BrowserFormWebPart,Microsoft.Office.Server.Search.WebControls.CatalogItemReuseWebPart,Microsoft.Office.Server.Search.WebControls.ContentBySearchWebPart,Microsoft.Office.Server.Search.WebControls.TaxonomyRefinementScriptWebPart,Microsoft.Office.Visio.Server.WebControls.VisioWebAccess,Microsoft.SharePoint.Portal.WebControls.BusinessDataActionsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataAssociationWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataDetailsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataFilterWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataItemBuilder,Microsoft.SharePoint.Portal.WebControls.BusinessDataListWebPart,Microsoft.SharePoint.Portal.WebControls.IndicatorWebPart,Microsoft.SharePoint.Portal.WebControls.KPIListWebPart,Project,Microsoft.Office.Project.PWA.WebParts.IssuesPart,Microsoft.Office.Project.PWA.WebParts.ProjectCenterPart,Microsoft.Office.Project.PWA.WebParts.ProjectCustomFieldsPart,Microsoft.Office.Project.PWA.WebParts.ProjectDrillDownPart,Microsoft.Office.Project.PWA.WebParts.ProjectFieldPart,Microsoft.Office.Project.PWA.WebParts.ProjectWorkspacesPart,Microsoft.Office.Project.PWA.WebParts.QueueStatusPart,Microsoft.Office.Project.PWA.WebParts.RemindersPart,Microsoft.Office.Project.PWA.WebParts.ResourceAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.ResourceCenterPart,Microsoft.Office.Project.PWA.WebParts.ResourcePlansPart,Microsoft.Office.Project.PWA.WebParts.RisksPart,Microsoft.Office.Project.PWA.WebParts.SchedulePart,Microsoft.Office.Project.PWA.WebParts.StatusApprovalsPart,Microsoft.Office.Project.PWA.WebParts.StrategicImpactPart,Microsoft.Office.Project.PWA.WebParts.TaskPart,Microsoft.Office.Project.PWA.WebParts.TeamAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.TimesheetPart,Microsoft.Office.Project.PWA.WebParts.WorkflowStatusPart,OfficeWebAppsEdit,CloudStorageBasic,CloudStorageBasicP2,CloudStorageEnterprise,CloudStorageDeskless,ProjectTeam,PersonalSiteRestriction,HostExtendedBIEnabled,OneDriveViral,OneDriveLite,VisioOnlineEdit,ContentServices,MnAODMove,SyntexSeatLicense,VivaAmplifyLicense,ClipchampLicense,ClipchampPremiumLicense,VivaConnectionsLicense,SharePointCopilot,StreamCopilot,OneDriveClipchamp]"
Medium,LicenseValidationProvider.IsUserLicensedForEntity - Lisensable Entity [VisioOnlineEdit] defined in SPO
Medium,"LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - Result [False], Data [LicenseValidationProvider.GetUserLicenses - UserPuid [], Licenses []
LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - LicensableEntity [VisioOnlineEdit], API [SPWebApplication_IsUserLicensedForEntity], Scenario [None], ResultFromOldPath [False], ResultFromNewPath [False], IsMismatchResult [False]
]"
Medium,"LicensableEntityMap.LicensableEntities - Total Count [64], Values [BCS,Duet,HostBIEnabled,IPFS,EntSearch,VisioServices,MySites,CloudStorage,EntSiteTemplate,Microsoft.Office.Excel.WebUI.ExcelWebRenderer,Microsoft.Office.InfoPath.Server.Controls.WebUI.BrowserFormWebPart,Microsoft.Office.Server.Search.WebControls.CatalogItemReuseWebPart,Microsoft.Office.Server.Search.WebControls.ContentBySearchWebPart,Microsoft.Office.Server.Search.WebControls.TaxonomyRefinementScriptWebPart,Microsoft.Office.Visio.Server.WebControls.VisioWebAccess,Microsoft.SharePoint.Portal.WebControls.BusinessDataActionsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataAssociationWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataDetailsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataFilterWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataItemBuilder,Microsoft.SharePoint.Portal.WebControls.BusinessDataListWebPart,Microsoft.SharePoint.Portal.WebControls.IndicatorWebPart,Microsoft.SharePoint.Portal.WebControls.KPIListWebPart,Project,Microsoft.Office.Project.PWA.WebParts.IssuesPart,Microsoft.Office.Project.PWA.WebParts.ProjectCenterPart,Microsoft.Office.Project.PWA.WebParts.ProjectCustomFieldsPart,Microsoft.Office.Project.PWA.WebParts.ProjectDrillDownPart,Microsoft.Office.Project.PWA.WebParts.ProjectFieldPart,Microsoft.Office.Project.PWA.WebParts.ProjectWorkspacesPart,Microsoft.Office.Project.PWA.WebParts.QueueStatusPart,Microsoft.Office.Project.PWA.WebParts.RemindersPart,Microsoft.Office.Project.PWA.WebParts.ResourceAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.ResourceCenterPart,Microsoft.Office.Project.PWA.WebParts.ResourcePlansPart,Microsoft.Office.Project.PWA.WebParts.RisksPart,Microsoft.Office.Project.PWA.WebParts.SchedulePart,Microsoft.Office.Project.PWA.WebParts.StatusApprovalsPart,Microsoft.Office.Project.PWA.WebParts.StrategicImpactPart,Microsoft.Office.Project.PWA.WebParts.TaskPart,Microsoft.Office.Project.PWA.WebParts.TeamAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.TimesheetPart,Microsoft.Office.Project.PWA.WebParts.WorkflowStatusPart,OfficeWebAppsEdit,CloudStorageBasic,CloudStorageBasicP2,CloudStorageEnterprise,CloudStorageDeskless,ProjectTeam,PersonalSiteRestriction,HostExtendedBIEnabled,OneDriveViral,OneDriveLite,VisioOnlineEdit,ContentServices,MnAODMove,SyntexSeatLicense,VivaAmplifyLicense,ClipchampLicense,ClipchampPremiumLicense,VivaConnectionsLicense,SharePointCopilot,StreamCopilot,OneDriveClipchamp]"
Medium,LicenseValidationProvider.IsUserLicensedForEntity - Lisensable Entity [CloudStorageDeskless] defined in SPO
Medium,"LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - Result [False], Data [LicenseValidationProvider.GetUserLicenses - UserPuid [], Licenses []
LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - LicensableEntity [CloudStorageDeskless], API [SPWebApplication_IsUserLicensedForEntity], Scenario [None], ResultFromOldPath [False], ResultFromNewPath [False], IsMismatchResult [False]
]"
