SharePoint Foundation	Unified Logging Service	b8fx	High	ULS Init Completed (PowerShell.exe, onetnative.dll)
SharePoint Foundation	Topology	b1app	High	UsageManager is null.
SharePoint Foundation	Config DB	a6m43	Medium	Querying the DB for Name:[] of 00000000-0000-0000-0000-000000000000 with type:[Microsoft.SharePoint.Administration.SPFarm]    at Microsoft.SharePoint.Administration.SPConfigurationDatabase.FetchId(QualifiedObjectName qName, Boolean& querySucceeded)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.GetObject(String name, Guid parentId, Type type)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Farm()     at Microsoft.SharePoint.Administration.SPDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPPersistedObject.OnDeserializationWithTrace()     at Microsoft.SharePoint.Administration.SPPersistedObject.Initialize(ISPPersistedStoreProvider persistedStoreProvider, Guid id, Guid parentId, String name, SPObjectStatus status, Int64 version, XElement state)     at Microsoft.SharePoint.Administration.SPFileSystemCache.FetchObjectFromFileSystem(Guid id, Boolean idFieldsOnly, SPPersistedObjectContainerFields& fields)     at Microsoft.SharePoint.Administration.SPFileSystemCache.GetValue(Guid id)     at Microsoft.SharePoint.Administration.SPCache`2.get_Item(K key)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.GetObject(Guid id, Boolean checkInMemoryCache, Boolean checkFileSystemCache, Boolean checkDatabase)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility, Boolean bindRequestGuid)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Local()     at Microsoft.SharePoint.Administration.SPFarm.FindLocal(SPFarm& farm, Boolean& isJoined)     at Microsoft.SharePoint.Administration.SPFarm.get_Local()     at Microsoft.SharePoint.Administration.SPServer.get_Local()     at Microsoft.SharePoint.Utilities.SPMemoryInspector.GetServerProperty[T](String propertyName, T defaultValue)     at Microsoft.SharePoint.Utilities.SPMemoryGarbageCollection.Initialize()     at Microsoft.SharePoint.Utilities.SPMemoryInspector.Initialize()     at Microsoft.SharePoint.Utilities.SPPerformanceCounterAgent.get_Current()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Farm()     at Microsoft.SharePoint.Administration.SPDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPPersistedObject.OnDeserializationWithTrace()     at Microsoft.SharePoint.Administration.SPPersistedObject.Initialize(ISPPersistedStoreProvider persistedStoreProvider, Guid id, Guid parentId, String name, SPObjectStatus status, Int64 version, XElement state)     at Microsoft.SharePoint.Administration.SPFileSystemCache.FetchObjectFromFileSystem(Guid id, Boolean idFieldsOnly, SPPersistedObjectContainerFields& fields)     at Microsoft.SharePoint.Administration.SPFileSystemCache.GetValue(Guid id)     at Microsoft.SharePoint.Administration.SPCache`2.get_Item(K key)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.GetObject(Guid id, Boolean checkInMemoryCache, Boolean checkFileSystemCache, Boolean checkDatabase)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility, Boolean bindRequestGuid)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Local()     at Microsoft.SharePoint.Administration.SPFarm.FindLocal(SPFarm& farm, Boolean& isJoined)     at Microsoft.SharePoint.Administration.SPFarm.get_Local()     at Microsoft.SharePoint.Administration.SPWebService.get_ContentService()     at Microsoft.SharePoint.Upgrade.SPDelegateManager.GetAssembliesForDatabaseExtensions(List`1 list)     at Microsoft.SharePoint.Upgrade.SPDelegateManager.get_InitialTypeDictionary()     at Microsoft.SharePoint.Upgrade.SPDelegateManager.GetDelegateTypes(Type tpObject)     at Microsoft.SharePoint.Upgrade.SPDelegateManager.GetDelegates(Object o)     at Microsoft.SharePoint.Upgrade.SPDelegateManager.GetUpgraders(Object o)     at Microsoft.SharePoint.Upgrade.SPUpgradeSession.CanUpgrade(Object o)     at Microsoft.SharePoint.Administration.SPPersistedUpgradableObject.get_CanUpgrade()     at Microsoft.SharePoint.Upgrade.SPUpgradeSession.ReflexiveCanUpgrade(Object o)     at Microsoft.SharePoint.Upgrade.SPUpgradeSession.NeedsUpgrade(Object o, Boolean bRecurse)     at Microsoft.SharePoint.Administration.SPPersistedUpgradableObject.get_NeedsUpgrade()     at Microsoft.SharePoint.Administration.SPPersistedUpgradableObject.ValidateBackwardsCompatibility()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility, Boolean bindRequestGuid)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Local()     at Microsoft.SharePoint.Administration.SPFarm.FindLocal(SPFarm& farm, Boolean& isJoined)     at Microsoft.SharePoint.Administration.SPFarm.get_Local()     at Microsoft.SharePoint.Administration.SPWebService.get_ContentService()     at Microsoft.SharePoint.PowerShell.SPCmdletSnapIn.get_Cmdlets()     at System.Management.Automation.Runspaces.InitialSessionState.MergeCustomPSSnapIn(PSSnapInInfo psSnapInInfo, CustomPSSnapIn customPSSnapIn)     at System.Management.Automation.Runspaces.InitialSessionState.LoadCustomPSSnapIn(PSSnapInInfo psSnapInInfo)     at System.Management.Automation.Runspaces.InitialSessionState.ImportPSSnapIn(PSSnapInInfo psSnapInInfo, PSSnapInException& warning)     at System.Management.Automation.Runspaces.InitialSessionState.ImportPSSnapIn(String name, PSSnapInException& warning)     at Microsoft.PowerShell.Commands.AddPSSnapinCommand.AddPSSnapIns(Collection`1 snapInList)     at Microsoft.PowerShell.Commands.AddPSSnapinCommand.ProcessRecord()     at System.Management.Automation.CommandProcessor.ProcessRecord()     at System.Management.Automation.CommandProcessorBase.DoExecute()     at System.Management.Automation.Internal.PipelineProcessor.SynchronousExecuteEnumerate(Object input)     at System.Management.Automation.PipelineOps.InvokePipeline(Object input, Boolean ignoreInput, CommandParameterInternal[][] pipeElements, CommandBaseAst[] pipeElementAsts, CommandRedirection[][] commandRedirections, FunctionContext funcContext)     at System.Management.Automation.Interpreter.ActionCallInstruction`6.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.Interpreter.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.LightLambda.RunVoid1[T0](T0 arg0)     at System.Management.Automation.PSScriptCmdlet.RunClause(Action`1 clause, Object dollarUnderbar, Object inputToProcess)     at System.Management.Automation.PSScriptCmdlet.DoEndProcessing()     at System.Management.Automation.CommandProcessorBase.Complete()     at System.Management.Automation.CommandProcessorBase.DoComplete()     at System.Management.Automation.Internal.PipelineProcessor.DoCompleteCore(CommandProcessorBase commandRequestingUpstreamCommandsToStop)     at System.Management.Automation.Internal.PipelineProcessor.SynchronousExecuteEnumerate(Object input)     at System.Management.Automation.Runspaces.LocalPipeline.InvokeHelper()     at System.Management.Automation.Runspaces.LocalPipeline.InvokeThreadProc()     at System.Management.Automation.Runspaces.PipelineThread.WorkerProc()     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)     at System.Threading.ThreadHelper.ThreadStart()
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name AllowedSafeDomain, Id d12db8dc-f50a-44b3-962d-e80e49a77f4f, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 2762035. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (9028) Machine:HKDC2VMSPWFE01 Time:August 14, 2021 21:55:21.0000 Stack trace (Thread [11] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name SharePoint_Config, Id 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 5043143. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (2720) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:48:11.0000 Stack trace (Thread [24] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config DB	a6m43	Medium	Querying the DB for Name:[] of 00000000-0000-0000-0000-000000000000 with type:[Microsoft.SharePoint.Administration.SPFarm]    at Microsoft.SharePoint.Administration.SPConfigurationDatabase.FetchId(QualifiedObjectName qName, Boolean& querySucceeded)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.GetObject(String name, Guid parentId, Type type)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Farm()     at Microsoft.SharePoint.Administration.SPDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPPersistedObject.OnDeserializationWithTrace()     at Microsoft.SharePoint.Administration.SPPersistedObject.Initialize(ISPPersistedStoreProvider persistedStoreProvider, Guid id, Guid parentId, String name, SPObjectStatus status, Int64 version, XElement state)     at Microsoft.SharePoint.Administration.SPFileSystemCache.FetchObjectFromFileSystem(Guid id, Boolean idFieldsOnly, SPPersistedObjectContainerFields& fields)     at Microsoft.SharePoint.Administration.SPFileSystemCache.GetValue(Guid id)     at Microsoft.SharePoint.Administration.SPCache`2.get_Item(K key)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.GetObject(Guid id, Boolean checkInMemoryCache, Boolean checkFileSystemCache, Boolean checkDatabase)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility, Boolean bindRequestGuid)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Local()     at Microsoft.SharePoint.Administration.SPFarm.FindLocal(SPFarm& farm, Boolean& isJoined)     at Microsoft.SharePoint.Administration.SPFarm.get_Local()     at Microsoft.SharePoint.Administration.SPServer.get_Local()     at Microsoft.SharePoint.Utilities.SPMemoryInspector.GetServerProperty[T](String propertyName, T defaultValue)     at Microsoft.SharePoint.Utilities.SPMemoryInspector.Initialize()     at Microsoft.SharePoint.Utilities.SPPerformanceCounterAgent.get_Current()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Farm()     at Microsoft.SharePoint.Administration.SPDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPPersistedObject.OnDeserializationWithTrace()     at Microsoft.SharePoint.Administration.SPPersistedObject.Initialize(ISPPersistedStoreProvider persistedStoreProvider, Guid id, Guid parentId, String name, SPObjectStatus status, Int64 version, XElement state)     at Microsoft.SharePoint.Administration.SPFileSystemCache.FetchObjectFromFileSystem(Guid id, Boolean idFieldsOnly, SPPersistedObjectContainerFields& fields)     at Microsoft.SharePoint.Administration.SPFileSystemCache.GetValue(Guid id)     at Microsoft.SharePoint.Administration.SPCache`2.get_Item(K key)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.GetObject(Guid id, Boolean checkInMemoryCache, Boolean checkFileSystemCache, Boolean checkDatabase)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility, Boolean bindRequestGuid)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Local()     at Microsoft.SharePoint.Administration.SPFarm.FindLocal(SPFarm& farm, Boolean& isJoined)     at Microsoft.SharePoint.Administration.SPFarm.get_Local()     at Microsoft.SharePoint.Administration.SPServer.get_Local()     at Microsoft.SharePoint.Utilities.SPMemoryInspector.GetServerProperty[T](String propertyName, T defaultValue)     at Microsoft.SharePoint.Utilities.SPMemoryGarbageCollection.Initialize()     at Microsoft.SharePoint.Utilities.SPMemoryInspector.Initialize()     at Microsoft.SharePoint.Utilities.SPPerformanceCounterAgent.get_Current()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Farm()     at Microsoft.SharePoint.Administration.SPDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.OnDeserialization()     at Microsoft.SharePoint.Administration.SPPersistedObject.OnDeserializationWithTrace()     at Microsoft.SharePoint.Administration.SPPersistedObject.Initialize(ISPPersistedStoreProvider persistedStoreProvider, Guid id, Guid parentId, String name, SPObjectStatus status, Int64 version, XElement state)     at Microsoft.SharePoint.Administration.SPFileSystemCache.FetchObjectFromFileSystem(Guid id, Boolean idFieldsOnly, SPPersistedObjectContainerFields& fields)     at Microsoft.SharePoint.Administration.SPFileSystemCache.GetValue(Guid id)     at Microsoft.SharePoint.Administration.SPCache`2.get_Item(K key)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.GetObject(Guid id, Boolean checkInMemoryCache, Boolean checkFileSystemCache, Boolean checkDatabase)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility, Boolean bindRequestGuid)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Local()     at Microsoft.SharePoint.Administration.SPFarm.FindLocal(SPFarm& farm, Boolean& isJoined)     at Microsoft.SharePoint.Administration.SPFarm.get_Local()     at Microsoft.SharePoint.Administration.SPWebService.get_ContentService()     at Microsoft.SharePoint.Upgrade.SPDelegateManager.GetAssembliesForDatabaseExtensions(List`1 list)     at Microsoft.SharePoint.Upgrade.SPDelegateManager.get_InitialTypeDictionary()     at Microsoft.SharePoint.Upgrade.SPDelegateManager.GetDelegateTypes(Type tpObject)     at Microsoft.SharePoint.Upgrade.SPDelegateManager.GetDelegates(Object o)     at Microsoft.SharePoint.Upgrade.SPDelegateManager.GetUpgraders(Object o)     at Microsoft.SharePoint.Upgrade.SPUpgradeSession.CanUpgrade(Object o)     at Microsoft.SharePoint.Administration.SPPersistedUpgradableObject.get_CanUpgrade()     at Microsoft.SharePoint.Upgrade.SPUpgradeSession.ReflexiveCanUpgrade(Object o)     at Microsoft.SharePoint.Upgrade.SPUpgradeSession.NeedsUpgrade(Object o, Boolean bRecurse)     at Microsoft.SharePoint.Administration.SPPersistedUpgradableObject.get_NeedsUpgrade()     at Microsoft.SharePoint.Administration.SPPersistedUpgradableObject.ValidateBackwardsCompatibility()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility, Boolean bindRequestGuid)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Initialize(SqlConnectionStringBuilder connectionString, Boolean enableCaching, Boolean checkCompatibility)     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Local()     at Microsoft.SharePoint.Administration.SPFarm.FindLocal(SPFarm& farm, Boolean& isJoined)     at Microsoft.SharePoint.Administration.SPFarm.get_Local()     at Microsoft.SharePoint.Administration.SPWebService.get_ContentService()     at Microsoft.SharePoint.PowerShell.SPCmdletSnapIn.get_Cmdlets()     at System.Management.Automation.Runspaces.InitialSessionState.MergeCustomPSSnapIn(PSSnapInInfo psSnapInInfo, CustomPSSnapIn customPSSnapIn)     at System.Management.Automation.Runspaces.InitialSessionState.LoadCustomPSSnapIn(PSSnapInInfo psSnapInInfo)     at System.Management.Automation.Runspaces.InitialSessionState.ImportPSSnapIn(PSSnapInInfo psSnapInInfo, PSSnapInException& warning)     at System.Management.Automation.Runspaces.InitialSessionState.ImportPSSnapIn(String name, PSSnapInException& warning)     at Microsoft.PowerShell.Commands.AddPSSnapinCommand.AddPSSnapIns(Collection`1 snapInList)     at Microsoft.PowerShell.Commands.AddPSSnapinCommand.ProcessRecord()     at System.Management.Automation.CommandProcessor.ProcessRecord()     at System.Management.Automation.CommandProcessorBase.DoExecute()     at System.Management.Automation.Internal.PipelineProcessor.SynchronousExecuteEnumerate(Object input)     at System.Management.Automation.PipelineOps.InvokePipeline(Object input, Boolean ignoreInput, CommandParameterInternal[][] pipeElements, CommandBaseAst[] pipeElementAsts, CommandRedirection[][] commandRedirections, FunctionContext funcContext)     at System.Management.Automation.Interpreter.ActionCallInstruction`6.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.Interpreter.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.LightLambda.RunVoid1[T0](T0 arg0)     at System.Management.Automation.PSScriptCmdlet.RunClause(Action`1 clause, Object dollarUnderbar, Object inputToProcess)     at System.Management.Automation.PSScriptCmdlet.DoEndProcessing()     at System.Management.Automation.CommandProcessorBase.Complete()     at System.Management.Automation.CommandProcessorBase.DoComplete()     at System.Management.Automation.Internal.PipelineProcessor.DoCompleteCore(CommandProcessorBase commandRequestingUpstreamCommandsToStop)     at System.Management.Automation.Internal.PipelineProcessor.SynchronousExecuteEnumerate(Object input)     at System.Management.Automation.Runspaces.LocalPipeline.InvokeHelper()     at System.Management.Automation.Runspaces.LocalPipeline.InvokeThreadProc()     at System.Management.Automation.Runspaces.PipelineThread.WorkerProc()     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)     at System.Threading.ThreadHelper.ThreadStart()
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name AllowedSafeDomain, Id d12db8dc-f50a-44b3-962d-e80e49a77f4f, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 2762035. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (9028) Machine:HKDC2VMSPWFE01 Time:August 14, 2021 21:55:21.0000 Stack trace (Thread [11] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name SharePoint_Config, Id 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 5043143. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (2720) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:48:11.0000 Stack trace (Thread [24] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Topology	aydqx	Medium	Initializing SiteCache invalidators
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name , Id 5c44e43d-6309-4577-acb0-6678cb33c8ba, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 2013. Last update info: [User: GLOBALNET\svc-ikm-farmadm Process:psconfigui (7952) Machine:HKDC2VMSPWFE01 Time:April 12, 2021 13:15:31.0000 Stack trace (Thread [8] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name , Id 16e514dc-37f7-4d08-91bd-f9118a682f95, Parent 3f29d4f3-b895-42c0-b793-a8dbc33fb045, Version 5043449. Last update info: [User: GLOBALNET\svc-ikm-farmadm Process:OWSTIMER (7672) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:49:41.0000 Stack trace (Thread [18] CorrelationId [680305a0-dc10-a099-b3ba-4f137b966c7a]): ]
SharePoint Foundation	Topology	b1app	High	UsageManager is null.
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name HKDC2SPDBHAG, Id 3f29d4f3-b895-42c0-b793-a8dbc33fb045, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 5183323. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:w3wp (84) Machine:HKDC2VMSPWFE01 Time:November 26, 2021 15:11:54.0000 Stack trace (Thread [35] CorrelationId [2fd406a0-9c23-a099-b3ba-48e9073460b7]): ]
SharePoint Foundation	Database	a9g62	Medium	Generated nonsnapshot connection string for  [SPConfigurationDatabase Name=SharePoint_Config][12b08f83-1969-4a5d-890a-9c5bad903c72] with persisted object version [5042997]: Datasource = [HKDC2SPDBHAG], FailoverPartner = []
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name SharePoint_Config, Id 12b08f83-1969-4a5d-890a-9c5bad903c72, Parent 16e514dc-37f7-4d08-91bd-f9118a682f95, Version 5042997. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (2720) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:45:32.0000 Stack trace (Thread [13] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Topology	b1app	High	UsageManager is null.
SharePoint Foundation	Database	a9g62	Medium	Generated nonsnapshot connection string for  [SPConfigurationDatabase Name=SharePoint_Config][12b08f83-1969-4a5d-890a-9c5bad903c72] with persisted object version [5042997]: Datasource = [HKDC2SPDBHAG], FailoverPartner = []
SharePoint Foundation	Database	8u1d	High	"Flushing connection pool 'Data Source=HKDC2SPDBHAG;Initial Catalog=SharePoint_Config;Integrated Security=True;Persist Security Info=False;Enlist=False;Pooling=True;Min Pool Size=0;Max Pool Size=100;PoolBlockingPeriod=Auto;Asynchronous Processing=False;Connection Reset=True;MultipleActiveResultSets=False;Replication=False;Connect Timeout=60;Encrypt=False;TrustServerCertificate=False;Load Balance Timeout=0;Packet Size=8000;Type System Version=Latest;Application Name=SharePoint[psconfigui][1][SharePoint_Config];User Instance=False;Context Connection=False;Transaction Binding=""Implicit Unbind"";ApplicationIntent=ReadWrite;MultiSubnetFailover=False;TransparentNetworkIPResolution=True;ConnectRetryCount=1;ConnectRetryInterval=10;Column Encryption Setting=Disabled'"
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name SharePoint_Config, Id 12b08f83-1969-4a5d-890a-9c5bad903c72, Parent 16e514dc-37f7-4d08-91bd-f9118a682f95, Version 5042997. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (2720) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:45:32.0000 Stack trace (Thread [13] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	General	avew	High	An application domain id [1] and name [DefaultDomain], app pool name [N/A] has just been loaded.
SharePoint Foundation	Site Cache	aydqi	Medium	Entering InvalidateSiteLookupCache: initializeOnly=True.
SharePoint Foundation	Site Cache	aydqj	Medium	Finished InvalidateSiteLookupCache.
SharePoint Foundation	Config DB	2myf	Medium	Enabling the configuration filesystem and memory caches.
SharePoint Foundation	Config Cache	aup1c	Medium	Start monitoring path [C:\ProgramData\Microsoft\SharePoint\Config\12b08f83-1969-4a5d-890a-9c5bad903c72\] in app domain id [1] and name [DefaultDomain], app pool name [N/A].
SharePoint Foundation	Config Cache	a3use	Medium	SPFileSystemObjectCacheWatcher: Monitoring appdomain 1 [DefaultDomain]: added to map with result True.
SharePoint Foundation	Config DB	az66a	Medium	Enabling the object collection filesystem and memory caches.
SharePoint Foundation	Config Cache	be3xg	Medium	SPPersistedObjectDerivedCollectionCache.ReadFromFile(...) succeeded. Read file C:\ProgramData\Microsoft\SharePoint\Config\DerivedCollection\Collections.dcc, class count=587, dependency count=252, object count=2141, configVersion=[5647873], oldConfigVersion=[null]
SharePoint Foundation	Config DB	aydqk	Medium	Enabling the site lookup filesystem and memory caches.
SharePoint Foundation	Site Cache	aup1c	Medium	Start monitoring path [C:\ProgramData\Microsoft\SharePoint\SiteMap\] in app domain id [1] and name [DefaultDomain], app pool name [N/A].
SharePoint Foundation	Config Cache	a1ywv	Medium	Creating a new filesystem watcher for the extension map cache.
SharePoint Foundation	Topology	a5x9t	Medium	InvalidateCache called with [True]
SharePoint Foundation	Topology	aup1c	Medium	Start monitoring path [C:\ProgramData\Microsoft\SharePoint\ExtensionMapCache] in app domain id [1] and name [DefaultDomain], app pool name [N/A].
SharePoint Foundation	Config Cache	a1yww	Medium	A new filesystem watcher for the extension map cache is created.
SharePoint Foundation	Config Cache	azcxp	Medium	SPPersistedObjectCollectionCache: Clearing config collection caches, invalidateFileCache=False.
SharePoint Foundation	Config DB	2myf	Medium	Enabling the configuration filesystem and memory caches.
SharePoint Foundation	Config DB	az66a	Medium	Enabling the object collection filesystem and memory caches.
SharePoint Foundation	Config Cache	be3xg	Medium	SPPersistedObjectDerivedCollectionCache.ReadFromFile(...) succeeded. Read file C:\ProgramData\Microsoft\SharePoint\Config\DerivedCollection\Collections.dcc, class count=587, dependency count=252, object count=2141, configVersion=[5647873], oldConfigVersion=[null]
SharePoint Foundation	Config DB	aydqk	Medium	Enabling the site lookup filesystem and memory caches.
SharePoint Foundation	Config DB	2myf	Medium	Enabling the configuration filesystem and memory caches.
SharePoint Foundation	Config DB	az66a	Medium	Enabling the object collection filesystem and memory caches.
SharePoint Foundation	Config DB	aydqk	Medium	Enabling the site lookup filesystem and memory caches.
SharePoint Foundation	Config DB	2myf	Medium	Enabling the configuration filesystem and memory caches.
SharePoint Foundation	Config DB	az66a	Medium	Enabling the object collection filesystem and memory caches.
SharePoint Foundation	Config DB	aydqk	Medium	Enabling the site lookup filesystem and memory caches.
SharePoint Foundation	Topology	aik7t	High	Set the certificate validation policy for this app domain to the SharePoint certificate validator.
SharePoint Foundation	Monitoring	b4ly	High	Leaving Monitored Scope: (Initializing Admin OM) Execution Time=438.11542407735; CPU Milliseconds=173; SQL Query Count=1; Parent=SPPersistedObject.OnDeserialization: [Microsoft.SharePoint.Administration.SPConfigurationDatabase][12b08f83-1969-4a5d-890a-9c5bad903c72]
